timestamp,north_vel,east_vel,down_vel,north_vel_dev,east_vel_dev,down_vel_dev,lat,long,alt,undulation,lat_dev,long_dev,alt_dev,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp,delta_vel_x,delta_vel_y,delta_vel_z,delta_angle_x,delta_angle_y,delta_angle_z,mag_x,mag_y,mag_z,accel_x.1,accel_y.1,accel_z.1,roll,pitch,yaw,roll_dev,pitch_dev,yaw_dev,w_quat,x_quat,y_quat,z_quat,roll_dev.1,pitch_dev.1,yaw_dev.1,heave_period,surge_motion,sway_motion,heave_motion,surge_accel,sway_accel,heave_accel,surge_vel,sway_vel,heave_vel,wave_angle
2023-09-08 16:01:28.840,-0.107966,0.11889,-0.025346,0.090161,0.089972,0.072566,48.359266,-4.5573,50.699627,50.787003,0.593079,0.592162,0.583116,-0.040628,-0.04181,-10.237881,-0.082178,-0.125023,0.013922,33.038822,-0.04137,-0.038445,-10.24333,-0.082308,-0.125208,0.014138,0.370824,0.087014,0.768514,-0.013032,-0.073225,-10.150179,0.0340336930307709,0.1171125733247402,343.73384278779497,0.001465,0.00148,0.011926,-0.989941,-0.000439,-0.00097,0.141473,0.001465,0.00148,0.011926,2.471677,0.0,0.0,0.067635,0.0,0.0,-0.040476,0.0,0.0,0.0,204.5827069500025
2023-09-08 16:01:28.865,-0.108232665984,0.1182339600128,-0.034177227392,0.0905091241088,0.0903186657792,0.0727455828736,48.359266,-4.5573,50.7008190802816,50.787003,0.5941704555392,0.5932469972223999,0.5840272476671999,-0.0322711463936,-0.0365075135744,-10.238962247232,-0.0778930109696,-0.1263429966208,0.0154144961792,33.0384670009088,-0.0337312695552,-0.0354693826176,-10.2354443951872,-0.0766911393792,-0.1266461213184,0.0156692460799999,0.370824,0.087014,0.768514,-0.013032,-0.073225,-10.150179,224.92688781595604,224.9351242758581,343.7607359254573,0.0014674999936,0.0014818749951999,0.011926,-0.9899734999168,0.0007053720704,0.0004662463232,0.1412411255936,0.0014674999936,0.0014818749951999,0.011926,2.471677,0.0,0.0,0.067635,0.0,0.0,-0.040476,0.0,0.0,0.0,204.60960008766483
2023-09-08 16:01:28.880,-0.1083926666666666,0.1178403333333333,-0.039476,0.090718,0.0905266666666666,0.0728533333333333,48.359266,-4.5573,50.701534333333335,50.787003,0.5948253333333333,0.5938979999999999,0.5845739999999999,-0.027257,-0.033326,-10.239611,-0.075322,-0.127135,0.01631,33.038254,-0.029148,-0.033684,-10.230713,-0.073321,-0.127509,0.016588,0.3699451212501333,0.0874532518741333,0.7665744917248,-0.0148707578453333,-0.0583850616832,-10.134889309764269,359.86352145319984,359.82685215431144,343.7768719182093,0.001469,0.001483,0.011926,-0.989993,0.001392,0.001328,0.141102,0.001469,0.001483,0.011926,2.471677,0.0,0.0,0.067635,0.0,0.0,-0.040476,0.0,0.0,0.0,204.6257360804168
2023-09-08 16:01:28.960,-0.109246,0.115741,-0.067736,0.091832,0.091636,0.073428,48.359266,-4.5573,50.705349,50.787003,0.598318,0.59737,0.58749,-0.0328743333333333,-0.0205873333333333,-10.187119666666666,-0.0496433333333333,-0.123637,0.0191846666666666,33.038254,-0.0368753333333333,-0.0262466666666666,-10.185796333333332,-0.048133,-0.1234796666666666,0.0192886666666666,0.3652577879167999,0.0897959185407999,0.7562304917248,-0.024677424512,0.0207609383167999,-10.0533446430976,359.630709602445,359.26111362739925,343.8717155318966,0.0014663333333333,0.0014803333333333,0.0119233333333333,-0.990084,0.004378,0.005929,0.140284,0.001476,0.00149,0.011933,2.471677,0.0,0.0,0.067635,0.0,0.0,-0.040476,0.0,0.0,0.0,204.7205796941041
2023-09-08 16:01:28.980,-0.1055369999999999,0.113281,-0.072858,0.0908414999999999,0.090652,0.072916,48.359266,-4.5573,50.6989115,50.787003,0.5972770000000001,0.596338,0.5869074999999999,-0.0342786666666666,-0.0174026666666666,-10.173996833333334,-0.0432236666666666,-0.1227625,0.0199033333333333,33.038254,-0.0388071666666666,-0.0243873333333333,-10.174567166666666,-0.041836,-0.1224723333333333,0.0199638333333333,0.3640859545834666,0.0903815852074666,0.7536444917248,-0.0271290911786666,0.0405474383167999,-10.032958476430936,359.5725066397563,359.1196789956712,343.8954264353184,0.0014656666666666,0.0014796666666666,0.0119226666666666,-0.9901,0.004911,0.0070825,0.1400934999999999,0.0014705,0.0014845,0.0119275,2.471677,0.0,0.0,0.067635,0.0,0.0,-0.040476,0.0,0.0,0.0,204.74429059752595
2023-09-08 16:01:28.985,-0.1046097618688,0.112666007872,-0.0741384836096,0.0905938781696,0.0904060031488,0.0727880016383999,48.359266,-4.5573,50.6973021456,50.787003,0.5970167533312,0.5960800033024,0.5867618768639999,-0.0346297455061333,-0.0166065101909333,-10.170716166993069,-0.0416187705429333,-0.1225438777984,0.0200829977002666,33.038254,-0.0392901188181333,-0.0239225059498666,-10.171759910933332,-0.0402617701504,-0.1222205032234666,0.0201326228394666,0.363793,0.090528,0.752998,-0.027742,0.045494,-10.027862,359.5579560853336,359.08432079033,343.901354085299,0.0014655000021333,0.0014795000021333,0.0119225000021333,-0.9901039999488,0.0050442482944,0.0073708713088,0.1400458756096,0.0014691250176,0.0014831250176,0.0119261250176,2.4723008420147203,0.0,0.0,0.06731445410304,0.0,0.0,-0.04215852846336,0.0,0.0,0.0,204.7502182475065
2023-09-08 16:01:29.000,-0.101828,0.110821,-0.07798,0.089851,0.089668,0.072404,48.359266,-4.5573,50.692474,50.787003,0.596236,0.595306,0.586325,-0.035683,-0.014218,-10.160874,-0.036804,-0.121888,0.020622,33.038254,-0.040739,-0.022528,-10.163338,-0.035539,-0.121465,0.020639,0.3630039966336,0.0846806000512,0.7621172889087999,-0.0306362623488,0.035370831808,-10.0383759198592,359.5143036770676,358.9782443639432,343.91913733874026,0.001465,0.001479,0.011922,-0.990116,0.005444,0.008236,0.139903,0.001465,0.001479,0.011922,2.4741724,0.0,0.0,0.0663528,0.0,0.0,-0.0472062,0.0,0.0,0.0,204.76800150094775
2023-09-08 16:01:29.025,-0.0990148822016,0.1077341329024,-0.0868506022912,0.0901966241152,0.09001174912,0.0725839995392,48.359266,-4.5572993750016,50.694714619264,50.787003,0.5973116222464,0.5963753722624,0.5872287476864,-0.0438323541376,-0.013346127232,-10.1441577927936,-0.0273702741504,-0.1186811332096,0.0207394996991999,33.0383108748544,-0.0424064957312,-0.0156692675584,-10.155653644672,-0.026610897856,-0.118321258048,0.0207871246208,0.361689,0.074935,0.777316,-0.03546,0.018499,-10.055899,359.48171678589216,358.8129464632117,343.9507931758821,0.0014674999936,0.0014808749952,0.0119213750016,-0.990137874944,0.0059239987711999,0.0096259964416,0.1396361256832,0.0014674999936,0.0014808749952,0.0119213750016,2.47729164201472,0.0,0.0,0.06475005410304,0.0,0.0,-0.05561892846336,0.0,0.0,0.0,204.7996573380896
2023-09-08 16:01:29.040,-0.097327,0.105882,-0.092173,0.090404,0.090218,0.072692,48.359266,-4.557299,50.696059,50.787003,0.597957,0.597017,0.587771,-0.048722,-0.012823,-10.134128,-0.02171,-0.116757,0.02081,33.038345,-0.043407,-0.011554,-10.151043,-0.021254,-0.116435,0.020876,0.3745748049792,0.0767136325888,0.7716891009919999,-0.0330217395968,0.0157491132672,-10.0962367971072,359.4621645177107,358.7137670457108,343.96978680782985,0.001469,0.001482,0.011921,-0.990151,0.006212,0.01046,0.139476,0.001469,0.001482,0.011921,2.4791632000000003,0.0,0.0,0.0637884,0.0,0.0,-0.0606666,0.0,0.0,0.0,204.81865097003737
2023-09-08 16:01:29.065,-0.0932282604928,0.1019938849536,-0.1002548543104,0.0907496241152,0.09056174912,0.0728713745408,48.359266,-4.557299,50.6987239931776,50.787003,0.5990451222144,0.5980988722303999,0.5886822476672,-0.0366207809792,-0.0129204997504,-10.1409817324544,-0.0141850192639999,-0.1139813821056,0.021050624384,33.0378518762624,-0.0357138946944,-0.013041496192,-10.1222699486592,-0.0133633952,-0.1135587573632,0.0210816244736,0.396051,0.079678,0.762311,-0.028958,0.011166,-10.163466,359.44748251179647,358.5550581427554,344.0032331334978,0.0014708749952,0.0014844999936,0.011921,-0.990172874944,0.0065282491903999,0.0118156215296,0.1391928757248,0.0014708749952,0.0014844999936,0.011921,2.48228244201472,0.0,0.0,0.06218565410304,0.0,0.0,-0.06907932846336,0.0,0.0,0.0,204.8520972957053
